,P,Exp P,Log P,Log Exp P
272,0.403472445872046,0.3893805309734513,0.394,0.41
232,0.40904588647293,0.39233038348082594,0.388,0.406
100,0.418610469911775,0.3952802359882006,0.378,0.403
289,0.420745888308154,0.39823008849557523,0.376,0.4
302,0.426333099378558,0.40117994100294985,0.37,0.397
55,0.432129385342612,0.40412979351032446,0.364,0.393
91,0.435312353955765,0.40707964601769914,0.361,0.39
30,0.440481694208151,0.41002949852507375,0.356,0.387
295,0.448029137229733,0.41297935103244837,0.349,0.384
178,0.448196209731678,0.415929203539823,0.349,0.381
70,0.449366120891726,0.41887905604719766,0.347,0.378
197,0.451479157206064,0.4218289085545723,0.345,0.375
161,0.456419503106222,0.4247787610619469,0.341,0.372
218,0.459534916795479,0.4277286135693215,0.338,0.369
131,0.460078818798355,0.4306784660766962,0.337,0.366
1,0.461328540699313,0.4336283185840708,0.336,0.363
187,0.461446408392122,0.4365781710914454,0.336,0.36
87,0.466042258269198,0.43952802359882004,0.332,0.357
215,0.467066668078411,0.4424778761061947,0.331,0.354
179,0.469566943021769,0.44542772861356933,0.328,0.351
221,0.469681425934228,0.44837758112094395,0.328,0.348
156,0.470086657647391,0.45132743362831856,0.328,0.346
284,0.474148475064227,0.45427728613569324,0.324,0.343
262,0.481228882982397,0.45722713864306785,0.318,0.34
101,0.487087596820342,0.46017699115044247,0.312,0.337
181,0.487862315665189,0.4631268436578171,0.312,0.334
300,0.488330142926688,0.46607669616519176,0.311,0.332
138,0.490919914560259,0.4690265486725664,0.309,0.329
207,0.491012368040216,0.471976401179941,0.309,0.326
134,0.49314195186293,0.4749262536873156,0.307,0.323
322,0.494849577079711,0.4778761061946903,0.306,0.321
175,0.498438420751416,0.4808259587020649,0.302,0.318
133,0.503849676804748,0.4837758112094395,0.298,0.315
107,0.505600465955809,0.48672566371681414,0.296,0.313
191,0.510316609733892,0.4896755162241888,0.292,0.31
108,0.514071521282899,0.49262536873156343,0.289,0.307
336,0.514790759643616,0.49557522123893805,0.288,0.305
129,0.515535134790409,0.49852507374631266,0.288,0.302
317,0.515927143103391,0.5014749262536873,0.287,0.3
330,0.518522349485543,0.504424778761062,0.285,0.297
286,0.518594997715764,0.5073746312684366,0.285,0.295
128,0.519401070551739,0.5103244837758112,0.284,0.292
94,0.526340633691484,0.5132743362831859,0.279,0.29
13,0.526758152532472,0.5162241887905604,0.278,0.287
88,0.528069306184147,0.5191740412979351,0.277,0.285
260,0.528890700013234,0.5221238938053098,0.277,0.282
158,0.532531331571872,0.5250737463126843,0.274,0.28
29,0.534991729604563,0.528023598820059,0.272,0.277
66,0.536655290338518,0.5309734513274337,0.27,0.275
228,0.537337775432295,0.5339233038348082,0.27,0.273
106,0.5375209659325,0.5368731563421829,0.27,0.27
196,0.537986116129424,0.5398230088495575,0.269,0.268
255,0.538233865410231,0.5427728613569321,0.269,0.265
303,0.544704469372996,0.5457227138643068,0.264,0.263
169,0.544848163958802,0.5486725663716814,0.264,0.261
152,0.547644743421708,0.551622418879056,0.262,0.258
237,0.549063495249745,0.5545722713864307,0.26,0.256
0,0.5491324411212,0.5575221238938053,0.26,0.254
113,0.550930882511942,0.56047197640118,0.259,0.251
231,0.551833216794059,0.5634218289085545,0.258,0.249
226,0.55423314321449,0.5663716814159292,0.256,0.247
49,0.556009601671543,0.5693215339233039,0.255,0.245
180,0.558833246730602,0.5722713864306784,0.253,0.242
51,0.563185582385888,0.5752212389380531,0.249,0.24
154,0.565302866150553,0.5781710914454278,0.248,0.238
301,0.567226182605345,0.5811209439528023,0.246,0.236
315,0.568938878793732,0.584070796460177,0.245,0.234
245,0.569568940816914,0.5870206489675516,0.244,0.231
151,0.574364196451545,0.5899705014749262,0.241,0.229
173,0.575610725108601,0.5929203539823009,0.24,0.227
194,0.580047138284157,0.5958702064896755,0.237,0.225
118,0.581031453513875,0.5988200589970502,0.236,0.223
17,0.585784920071655,0.6017699115044248,0.232,0.221
247,0.594179245580499,0.6047197640117994,0.226,0.218
177,0.594185774809543,0.6076696165191741,0.226,0.216
170,0.5944764237048,0.6106194690265486,0.226,0.214
273,0.598363155148859,0.6135693215339233,0.223,0.212
115,0.598699353739069,0.616519174041298,0.223,0.21
270,0.60339880177855,0.6194690265486725,0.219,0.208
59,0.611468189757189,0.6224188790560472,0.214,0.206
79,0.611514718963445,0.6253687315634219,0.214,0.204
4,0.613036579550485,0.6283185840707964,0.213,0.202
142,0.618341329255625,0.6312684365781711,0.209,0.2
39,0.619017963326551,0.6342182890855457,0.208,0.198
234,0.619033467684578,0.6371681415929203,0.208,0.196
321,0.62132715601256,0.640117994100295,0.207,0.194
160,0.630271183744195,0.6430678466076696,0.2,0.192
230,0.63102417165879,0.6460176991150443,0.2,0.19
45,0.634435129825633,0.6489675516224189,0.198,0.188
222,0.635927886383939,0.6519174041297935,0.197,0.186
227,0.637360024709829,0.6548672566371682,0.196,0.184
244,0.640445013398621,0.6578171091445427,0.194,0.182
210,0.641371506948725,0.6607669616519174,0.193,0.18
99,0.644644087788468,0.6637168141592921,0.191,0.178
132,0.662615485390139,0.6666666666666666,0.179,0.176
235,0.667447688683541,0.6696165191740413,0.176,0.174
184,0.67008257614902,0.672566371681416,0.174,0.172
209,0.676774078243316,0.6755162241887905,0.17,0.17
334,0.677423078912545,0.6784660766961652,0.169,0.168
183,0.677548483164306,0.6814159292035398,0.169,0.167
293,0.683629989148932,0.6843657817109144,0.165,0.165
53,0.68538639758813,0.6873156342182891,0.164,0.163
328,0.690130578603049,0.6902654867256637,0.161,0.161
254,0.691885438606462,0.6932153392330384,0.16,0.159
98,0.692810364983343,0.696165191740413,0.159,0.157
214,0.693724562319116,0.6991150442477876,0.159,0.155
241,0.694383857589427,0.7020648967551623,0.158,0.154
96,0.696284433074094,0.7050147492625368,0.157,0.152
117,0.698785697866158,0.7079646017699115,0.156,0.15
104,0.701154596054324,0.7109144542772862,0.154,0.148
306,0.708484107247637,0.7138643067846607,0.15,0.146
123,0.708837502857438,0.7168141592920354,0.149,0.145
313,0.71076008776095,0.7197640117994101,0.148,0.143
36,0.712631584875756,0.7227138643067846,0.147,0.141
258,0.71314580657366,0.7256637168141593,0.147,0.139
153,0.715828145136626,0.7286135693215339,0.145,0.138
206,0.722653432016248,0.7315634218289085,0.141,0.136
225,0.725071070864179,0.7345132743362832,0.14,0.134
257,0.730565336020861,0.7374631268436578,0.136,0.132
250,0.732470385896003,0.7404129793510325,0.135,0.131
40,0.733240296154416,0.7433628318584071,0.135,0.129
211,0.736962249703064,0.7463126843657817,0.133,0.127
326,0.741059125216674,0.7492625368731564,0.13,0.125
109,0.742020013486309,0.7522123893805309,0.13,0.124
141,0.74625978793609,0.7551622418879056,0.127,0.122
188,0.746368114218749,0.7581120943952803,0.127,0.12
155,0.746546071267177,0.7610619469026548,0.127,0.119
190,0.753139790104407,0.7640117994100295,0.123,0.117
9,0.754531495907309,0.7669616519174042,0.122,0.115
3,0.756307619512237,0.7699115044247787,0.121,0.114
63,0.756638163776701,0.7728613569321534,0.121,0.112
267,0.76447522973171,0.775811209439528,0.117,0.11
324,0.770056546209358,0.7787610619469026,0.113,0.109
32,0.771348131021882,0.7817109144542773,0.113,0.107
65,0.772856478391319,0.7846607669616519,0.112,0.105
43,0.775913497129972,0.7876106194690266,0.11,0.104
195,0.780283237957768,0.7905604719764012,0.108,0.102
276,0.781405812563398,0.7935103244837758,0.107,0.1
217,0.78157336641272,0.7964601769911505,0.107,0.099
274,0.788234733390758,0.799410029498525,0.103,0.097
192,0.79216198322689,0.8023598820058997,0.101,0.096
130,0.79642937425302,0.8053097345132744,0.099,0.094
25,0.804748985507965,0.8082595870206489,0.094,0.092
159,0.812485086859874,0.8112094395280236,0.09,0.091
282,0.812562227257335,0.8141592920353983,0.09,0.089
146,0.814885641790089,0.8171091445427728,0.089,0.088
201,0.819406698580744,0.8200589970501475,0.087,0.086
58,0.821818957566746,0.8230088495575221,0.085,0.085
72,0.823122361432951,0.8259587020648967,0.085,0.083
216,0.828447175763341,0.8289085545722714,0.082,0.081
167,0.82876856904315,0.831858407079646,0.082,0.08
11,0.831414072447224,0.8348082595870207,0.08,0.078
102,0.834740838727045,0.8377581120943953,0.078,0.077
18,0.838433349448968,0.8407079646017699,0.077,0.075
290,0.840899857405646,0.8436578171091446,0.075,0.074
243,0.840904139283393,0.8466076696165191,0.075,0.072
71,0.842363665024404,0.8495575221238938,0.075,0.071
279,0.843718685009647,0.8525073746312685,0.074,0.069
81,0.844769677295149,0.855457227138643,0.073,0.068
78,0.85581902025159,0.8584070796460177,0.068,0.066
50,0.857497272819103,0.8613569321533924,0.067,0.065
239,0.857891855981656,0.8643067846607669,0.067,0.063
10,0.860996426084648,0.8672566371681416,0.065,0.062
125,0.861766241011139,0.8702064896755162,0.065,0.06
263,0.876734348235544,0.8731563421828908,0.057,0.059
24,0.878729528887068,0.8761061946902655,0.056,0.057
312,0.879773530571134,0.8790560471976401,0.056,0.056
119,0.880481110275495,0.8820058997050148,0.055,0.055
105,0.883613617762528,0.8849557522123894,0.054,0.053
47,0.885289748531946,0.887905604719764,0.053,0.052
333,0.885693325674731,0.8908554572271387,0.053,0.05
137,0.885837802610858,0.8938053097345132,0.053,0.049
139,0.885923536748961,0.8967551622418879,0.053,0.047
19,0.885954123800325,0.8997050147492626,0.053,0.046
219,0.886788980081396,0.9026548672566371,0.052,0.044
12,0.888042029489779,0.9056047197640118,0.052,0.043
287,0.888288767771542,0.9085545722713865,0.051,0.042
150,0.896918577127979,0.911504424778761,0.047,0.04
203,0.900568204131107,0.9144542772861357,0.045,0.039
37,0.901756855320508,0.9174041297935103,0.045,0.037
327,0.913559803056476,0.9203539823008849,0.039,0.036
41,0.915132542894644,0.9233038348082596,0.039,0.035
308,0.916977234565696,0.9262536873156342,0.038,0.033
42,0.917223703063508,0.9292035398230089,0.038,0.032
44,0.919521619850815,0.9321533923303835,0.036,0.031
297,0.929915078295443,0.9351032448377581,0.032,0.029
285,0.936730511554332,0.9380530973451328,0.028,0.028
95,0.94012194679245,0.9410029498525073,0.027,0.026
294,0.9406921263069,0.943952802359882,0.027,0.025
122,0.958177036701478,0.9469026548672567,0.019,0.024
84,0.960601085584763,0.9498525073746312,0.017,0.022
288,0.960714497984869,0.9528023598820059,0.017,0.021
46,0.961631404043073,0.9557522123893806,0.017,0.02
69,0.962956888577639,0.9587020648967551,0.016,0.018
80,0.964704867889189,0.9616519174041298,0.016,0.017
269,0.968943473816296,0.9646017699115044,0.014,0.016
89,0.973384671768905,0.967551622418879,0.012,0.014
126,0.976767128435756,0.9705014749262537,0.01,0.013
198,0.978041990849814,0.9734513274336283,0.01,0.012
136,0.97892959249352,0.976401179941003,0.009,0.01
23,0.980286598112121,0.9793510324483776,0.009,0.009
172,0.990550924704177,0.9823008849557522,0.004,0.008
310,0.991710089809856,0.9852507374631269,0.004,0.006
205,0.994016904692437,0.9882005899705014,0.003,0.005
147,0.995530096173627,0.9911504424778761,0.002,0.004
212,0.996259227624059,0.9941002949852508,0.002,0.003
200,0.997679892370724,0.9970501474926253,0.001,0.001
52,1.0,1.0,-0.0,-0.0
