,P,Exp P,Log P,Log Exp P
81,0.709230500200546,0.7052631578947368,0.149,0.152
109,0.714359632112763,0.7087719298245614,0.146,0.149
167,0.717684895197425,0.712280701754386,0.144,0.147
122,0.718204711842582,0.7157894736842105,0.144,0.145
265,0.721587802235165,0.7192982456140351,0.142,0.143
117,0.723155645201795,0.7228070175438597,0.141,0.141
203,0.730720889516726,0.7263157894736842,0.136,0.139
47,0.735444775583137,0.7298245614035088,0.133,0.137
272,0.737530013513868,0.7333333333333333,0.132,0.135
168,0.740570497555322,0.7368421052631579,0.13,0.133
30,0.744193849238011,0.7403508771929824,0.128,0.131
18,0.748313925742883,0.743859649122807,0.126,0.129
266,0.75108747133037,0.7473684210526316,0.124,0.126
39,0.751503875713991,0.7508771929824561,0.124,0.124
10,0.761256892166029,0.7543859649122807,0.118,0.122
269,0.761945014053491,0.7578947368421053,0.118,0.12
50,0.765110984910498,0.7614035087719299,0.116,0.118
0,0.769325776214311,0.7649122807017544,0.114,0.116
31,0.769699175362008,0.7684210526315789,0.114,0.114
131,0.771492963250218,0.7719298245614035,0.113,0.112
157,0.771976200318779,0.775438596491228,0.112,0.11
263,0.77760043671911,0.7789473684210526,0.109,0.108
152,0.79026167802032,0.7824561403508772,0.102,0.107
268,0.792869123394667,0.7859649122807018,0.101,0.105
76,0.794459565439114,0.7894736842105263,0.1,0.103
87,0.795555092432547,0.7929824561403509,0.099,0.101
79,0.798027623374944,0.7964912280701755,0.098,0.099
73,0.805676972465586,0.8,0.094,0.097
64,0.823859985518531,0.8035087719298246,0.084,0.095
105,0.826153523801719,0.8070175438596491,0.083,0.093
11,0.828106134042956,0.8105263157894737,0.082,0.091
155,0.829170808339072,0.8140350877192982,0.081,0.089
182,0.830301732761507,0.8175438596491228,0.081,0.087
188,0.831495070510843,0.8210526315789474,0.08,0.086
51,0.833953946455138,0.8245614035087719,0.079,0.084
28,0.857957118880322,0.8280701754385965,0.067,0.082
275,0.864830743442279,0.8315789473684211,0.063,0.08
57,0.865500478957724,0.8350877192982457,0.063,0.078
274,0.868332250169667,0.8385964912280702,0.061,0.076
153,0.870262771347063,0.8421052631578947,0.06,0.075
65,0.875872961868328,0.8456140350877193,0.058,0.073
247,0.876038566545273,0.8491228070175438,0.057,0.071
34,0.880250322769791,0.8526315789473684,0.055,0.069
6,0.882019799590804,0.856140350877193,0.055,0.067
176,0.888665566728205,0.8596491228070176,0.051,0.066
257,0.892433397983262,0.8631578947368421,0.049,0.064
230,0.899313572659971,0.8666666666666667,0.046,0.062
26,0.900538747242026,0.8701754385964913,0.045,0.06
33,0.90851317654182,0.8736842105263158,0.042,0.059
54,0.912244005791825,0.8771929824561403,0.04,0.057
180,0.913012269278972,0.8807017543859649,0.04,0.055
82,0.915656442833584,0.8842105263157894,0.038,0.053
215,0.917800560719767,0.887719298245614,0.037,0.052
127,0.919795746263238,0.8912280701754386,0.036,0.05
17,0.920054610402417,0.8947368421052632,0.036,0.048
99,0.923864409936784,0.8982456140350877,0.034,0.047
104,0.927344958316662,0.9017543859649123,0.033,0.045
213,0.933376374645277,0.9052631578947369,0.03,0.043
143,0.937603316217031,0.9087719298245615,0.028,0.042
49,0.938696358666488,0.9122807017543859,0.027,0.04
216,0.942749330276646,0.9157894736842105,0.026,0.038
116,0.943054759017125,0.9192982456140351,0.025,0.037
3,0.943367927830372,0.9228070175438596,0.025,0.035
248,0.946069583847516,0.9263157894736842,0.024,0.033
24,0.94770659259907,0.9298245614035088,0.023,0.032
16,0.950961269055754,0.9333333333333333,0.022,0.03
239,0.957477901467804,0.9368421052631579,0.019,0.028
37,0.961462462015066,0.9403508771929825,0.017,0.027
237,0.963620563784517,0.9438596491228071,0.016,0.025
187,0.96747926016492,0.9473684210526315,0.014,0.023
278,0.971124837050674,0.9508771929824561,0.013,0.022
226,0.973274984032885,0.9543859649122807,0.012,0.02
53,0.974578072388597,0.9578947368421052,0.011,0.019
253,0.974974374041001,0.9614035087719298,0.011,0.017
220,0.976314805793469,0.9649122807017544,0.01,0.016
9,0.978138721197585,0.968421052631579,0.01,0.014
12,0.97830236150827,0.9719298245614035,0.01,0.012
146,0.979552617496413,0.9754385964912281,0.009,0.011
154,0.983315858525091,0.9789473684210527,0.007,0.009
129,0.987454515638417,0.9824561403508771,0.005,0.008
228,0.9896808899967,0.9859649122807017,0.005,0.006
90,0.991486932395496,0.9894736842105263,0.004,0.005
183,0.997999702050624,0.9929824561403509,0.001,0.003
101,0.997999702050624,0.9964912280701754,0.001,0.002
7,0.998585293065154,1.0,0.001,-0.0
