,P,Exp P,Log P,Log Exp P
257,0.886672520188773,0.8976897689768977,0.052,0.047
130,0.88926484150551,0.900990099009901,0.051,0.045
129,0.88945447306442,0.9042904290429042,0.051,0.044
112,0.896122709943608,0.9075907590759076,0.048,0.042
15,0.900326398319585,0.9108910891089109,0.046,0.041
106,0.902825958511357,0.9141914191419142,0.044,0.039
74,0.907909628345254,0.9174917491749175,0.042,0.037
25,0.908778444299349,0.9207920792079208,0.042,0.036
292,0.916943519201089,0.9240924092409241,0.038,0.034
187,0.918450409781172,0.9273927392739274,0.037,0.033
46,0.919550168330257,0.9306930693069307,0.036,0.031
188,0.919590332575503,0.933993399339934,0.036,0.03
178,0.920817349832866,0.9372937293729373,0.036,0.028
288,0.921145566962574,0.9405940594059405,0.036,0.027
192,0.921408231148441,0.9438943894389439,0.036,0.025
228,0.92145241509504,0.9471947194719472,0.036,0.024
270,0.922798483489716,0.9504950495049505,0.035,0.022
249,0.925939055480983,0.9537953795379538,0.033,0.021
34,0.926927187072715,0.9570957095709571,0.033,0.019
1,0.927804243502876,0.9603960396039604,0.033,0.018
193,0.928844189540548,0.9636963696369637,0.032,0.016
246,0.947978027764815,0.966996699669967,0.023,0.015
76,0.956321787858936,0.9702970297029703,0.019,0.013
2,0.965438884564449,0.9735973597359736,0.015,0.012
155,0.969123670056585,0.976897689768977,0.014,0.01
84,0.969635943890062,0.9801980198019802,0.013,0.009
252,0.972254674093328,0.9834983498349835,0.012,0.007
268,0.975995520891924,0.9867986798679867,0.011,0.006
210,0.979804639360286,0.9900990099009901,0.009,0.004
138,0.98604116786388,0.9933993399339934,0.006,0.003
8,0.997400523120752,0.9966996699669967,0.001,0.001
22,0.997666461626964,1.0,0.001,-0.0
