,P,Exp P,Log P,Log Exp P
140,0.495439967811651,0.45768025078369906,0.305,0.339
200,0.496506947045267,0.4608150470219436,0.304,0.336
3,0.504205459021269,0.46394984326018807,0.297,0.334
187,0.505120940709398,0.4670846394984326,0.297,0.331
74,0.509814795823199,0.4702194357366771,0.293,0.328
146,0.510341018687551,0.47335423197492166,0.292,0.325
248,0.517737459031042,0.47648902821316613,0.286,0.322
98,0.517737459031042,0.47962382445141066,0.286,0.319
82,0.527635020652691,0.4827586206896552,0.278,0.316
287,0.528427455155326,0.48589341692789967,0.277,0.313
202,0.533978414767522,0.4890282131661442,0.272,0.311
22,0.537639903561783,0.49216300940438873,0.27,0.308
261,0.538698433186315,0.4952978056426332,0.269,0.305
258,0.540659742999554,0.49843260188087773,0.267,0.302
108,0.542917051401269,0.5015673981191222,0.265,0.3
13,0.543095272285253,0.5047021943573667,0.265,0.297
54,0.544937319350619,0.5078369905956113,0.264,0.294
23,0.552066104393208,0.5109717868338558,0.258,0.292
113,0.55787054591118,0.5141065830721003,0.253,0.289
251,0.560329768046708,0.5172413793103449,0.252,0.286
66,0.56088153845066,0.5203761755485894,0.251,0.284
197,0.56532619290262,0.5235109717868338,0.248,0.281
228,0.566654493797853,0.5266457680250783,0.247,0.278
308,0.567760711697271,0.5297805642633229,0.246,0.276
151,0.56852271804312,0.5329153605015674,0.245,0.273
174,0.570153231479173,0.5360501567398119,0.244,0.271
8,0.572550116561868,0.5391849529780565,0.242,0.268
288,0.57318007945513,0.542319749216301,0.242,0.266
254,0.574065303623609,0.5454545454545454,0.241,0.263
4,0.576026239607317,0.54858934169279,0.24,0.261
284,0.579591436994417,0.5517241379310345,0.237,0.258
89,0.58172443688896,0.554858934169279,0.235,0.256
68,0.584582556313584,0.5579937304075235,0.233,0.253
317,0.584779284023472,0.5611285266457681,0.233,0.251
114,0.586215129843635,0.5642633228840125,0.232,0.249
149,0.589293714369962,0.567398119122257,0.23,0.246
235,0.594320079950118,0.5705329153605015,0.226,0.244
220,0.601551988561262,0.5736677115987461,0.221,0.241
143,0.608505374781555,0.5768025078369906,0.216,0.239
11,0.609575694771441,0.5799373040752351,0.215,0.237
78,0.610464566575235,0.5830721003134797,0.214,0.234
79,0.611420849605223,0.5862068965517241,0.214,0.232
169,0.614665437056672,0.5893416927899686,0.211,0.23
286,0.617689321506256,0.5924764890282131,0.209,0.227
244,0.621670906501107,0.5956112852664577,0.206,0.225
238,0.624785614484157,0.5987460815047022,0.204,0.223
110,0.625901404189768,0.6018808777429467,0.203,0.22
1,0.626336921245401,0.6050156739811913,0.203,0.218
188,0.628823663852299,0.6081504702194357,0.201,0.216
225,0.630079178811791,0.6112852664576802,0.201,0.214
259,0.63034239762127,0.6144200626959248,0.2,0.212
311,0.631562154838284,0.6175548589341693,0.2,0.209
230,0.638429328246193,0.6206896551724138,0.195,0.207
274,0.640797945090076,0.6238244514106583,0.193,0.205
263,0.648821623318423,0.6269592476489029,0.188,0.203
281,0.649008612744358,0.6300940438871473,0.188,0.201
307,0.650338940576547,0.6332288401253918,0.187,0.198
304,0.652682096982424,0.6363636363636364,0.185,0.196
277,0.652993381805434,0.6394984326018809,0.185,0.194
32,0.659499422818992,0.6426332288401254,0.181,0.192
59,0.660273319105467,0.64576802507837,0.18,0.19
224,0.661345202463476,0.6489028213166145,0.18,0.188
161,0.661787938081814,0.6520376175548589,0.179,0.186
95,0.664977527823389,0.6551724137931034,0.177,0.184
183,0.668034156250893,0.658307210031348,0.175,0.182
239,0.669154719313008,0.6614420062695925,0.174,0.18
189,0.669395347164635,0.664576802507837,0.174,0.177
99,0.674254068400669,0.6677115987460815,0.171,0.175
310,0.674930380987739,0.670846394984326,0.171,0.173
256,0.681007168408856,0.6739811912225705,0.167,0.171
